ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.06083846092224121,0.000995635986328125,0.3714733542319749,0.9764705882352941,0.13481321061180293,0.23691722169362514,0.6693737592492329
0.0,Logistic Regression,33.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs'}",0.018949031829833984,0.0009970664978027344,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6694782031049008
0.0,Logistic Regression,34.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'newton-cg'}",0.04886913299560547,0.0,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6694789710744278
0.0,Logistic Regression,35.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'sag'}",0.41588735580444336,0.0009982585906982422,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6694866507696975
1.0,Decision Tree,16.0,"{'min_samples_split': 0.05, 'max_depth': 5}",0.027924776077270508,0.0009980201721191406,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6711865513176437
2.0,Random Forest,30.0,"{'n_estimators': 300, 'max_depth': 10, 'max_features': 5}",0.7579724788665771,0.10372328758239746,0.3738244514106583,0.9882352941176472,0.13643746616134272,0.2397716460513797,0.6860049073252774
2.0,Random Forest,78.0,"{'n_estimators': 1000, 'max_depth': 10, 'max_features': 5}",2.4265117645263667,0.3062300682067871,0.3738244514106583,0.9882352941176472,0.13643746616134272,0.2397716460513797,0.6858927837743398
3.0,Bagging,61.0,"{'n_estimators': 300, 'max_samples': 0.7, 'max_features': 10}",1.8690338134765625,0.5165889263153076,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6883898366912801
4.0,Naive Bayes,0.0,{},0.010970115661621094,0.003989696502685547,0.35893416927899685,0.9137254901960784,0.1261505143475907,0.2216936251189344,0.6658771939929424
5.0,KNN,0.0,"{'n_neighbors': 100, 'weights': 'uniform', 'metric': 'euclidean'}",0.07080769538879395,0.3669886589050293,0.37539184952978055,0.996078431372549,0.13752030319436925,0.241674595623216,0.6907563347886356
5.0,KNN,3.0,"{'n_neighbors': 100, 'weights': 'uniform', 'metric': 'minkowski'}",0.07081007957458496,0.3341066837310791,0.37539184952978055,0.996078431372549,0.13752030319436925,0.241674595623216,0.6907563347886356
5.0,KNN,73.0,"{'n_neighbors': 1000, 'weights': 'uniform', 'metric': 'manhattan'}",0.07081031799316406,0.9534506797790528,0.3683385579937304,0.9607843137254902,0.13264753654574987,0.2331113225499524,0.6711331774355193
6.0,Linear SVM,7.0,"{'penalty': 'l2', 'C': 0.01}",0.28922033309936523,0.0,0.3722570532915361,0.9803921568627451,0.1353546291283162,0.2378686964795433,0.6693330568643037
