ModelIndex,ModelName,HyperGridIndex,HyperParams,TrainingTime (s),TestTime (s),Accuracy at 10%,Precision at 10%,Recall at 10%,F1 at 10%,Roc_Auc at 10%
0.0,Logistic Regression,32.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'liblinear'}",0.0608370304107666,0.0,0.3714733542319749,0.9764705882352941,0.13481321061180293,0.23691722169362514,0.6693737592492329
0.0,Logistic Regression,33.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'lbfgs'}",0.018949508666992188,0.0,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6694782031049008
0.0,Logistic Regression,34.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'newton-cg'}",0.05684804916381836,0.0,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6694789710744278
0.0,Logistic Regression,35.0,"{'penalty': 'l2', 'C': 0.01, 'solver': 'sag'}",0.4208745956420897,0.0,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6694866507696975
1.0,Decision Tree,16.0,"{'min_samples_split': 0.05, 'max_depth': 5}",0.028890371322631836,0.0009975433349609377,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6711865513176437
2.0,Random Forest,30.0,"{'n_estimators': 300, 'max_depth': 10, 'max_features': 5}",0.7679514884948729,0.10468149185180664,0.3738244514106583,0.9882352941176472,0.13643746616134272,0.2397716460513797,0.6860049073252774
2.0,Random Forest,78.0,"{'n_estimators': 1000, 'max_depth': 10, 'max_features': 5}",2.4134998321533203,0.3061833381652832,0.3738244514106583,0.9882352941176472,0.13643746616134272,0.2397716460513797,0.6858927837743398
3.0,Bagging,61.0,"{'n_estimators': 300, 'max_samples': 0.7, 'max_features': 10}",1.8580329418182373,0.52459716796875,0.3722570532915361,0.9803921568627452,0.1353546291283162,0.2378686964795433,0.6883898366912801
4.0,Naive Bayes,0.0,{},0.009009838104248049,0.003955364227294922,0.35893416927899685,0.9137254901960784,0.1261505143475907,0.2216936251189344,0.6658771939929424
5.0,KNN,0.0,"{'n_neighbors': 100, 'weights': 'uniform', 'metric': 'euclidean'}",0.0718076229095459,0.3331339359283447,0.37539184952978055,0.996078431372549,0.13752030319436925,0.241674595623216,0.6907563347886356
5.0,KNN,3.0,"{'n_neighbors': 100, 'weights': 'uniform', 'metric': 'minkowski'}",0.07077670097351074,0.3430819511413574,0.37539184952978055,0.996078431372549,0.13752030319436925,0.241674595623216,0.6907563347886356
5.0,KNN,73.0,"{'n_neighbors': 1000, 'weights': 'uniform', 'metric': 'manhattan'}",0.071807861328125,0.9664680957794191,0.3683385579937304,0.9607843137254902,0.13264753654574987,0.2331113225499524,0.6711331774355193
6.0,Linear SVM,7.0,"{'penalty': 'l2', 'C': 0.01}",0.28726673126220703,0.0009617805480957031,0.3722570532915361,0.9803921568627451,0.1353546291283162,0.2378686964795433,0.6693330568643037
